ID,type,area,length,elevation,pos_x,pos_y,footprint
104,building,982.0399999844167,125.36465861387872,18.64,724614.7928372239,6181508.293948651,"[(724624.6800000007, 6181528.0), (724595.0800000008, 6181518.2), (724604.2800000007, 6181488.800000001), (724634.8800000008, 6181498.4), (724624.6800000007, 6181528.0)]"
105,building,254.81999999589289,71.20758172210861,7.26,724493.4007283581,6181517.166737305,"[(724490.4800000008, 6181529.0), (724486.8800000008, 6181518.0), (724487.4800000008, 6181506.0), (724496.4800000008, 6181504.800000001), (724498.6800000007, 6181516.4), (724502.2800000007, 6181516.800000001), (724499.2800000007, 6181518.2), (724500.6800000007, 6181527.600000001), (724490.4800000008, 6181529.0)]"
106,building,97.05999999893595,40.29142748430754,6.180000000000001,724441.7507328807,6181533.802252903,"[(724445.2800000007, 6181538.2), (724435.0800000008, 6181536.800000001), (724435.8800000008, 6181529.2), (724448.4800000008, 6181530.800000001), (724447.6800000007, 6181538.0), (724445.2800000007, 6181538.2)]"
107,building,3634.36000001088,236.5602444323961,20.46,724956.4015458393,6181514.920117252,"[(724975.0800000008, 6181553.0), (724918.4800000008, 6181534.600000001), (724935.0800000008, 6181483.4), (724941.6800000007, 6181478.0), (724992.0800000008, 6181494.0), (724992.2800000007, 6181501.800000001), (724975.0800000008, 6181553.0)]"
108,building,3728.8599999884696,274.68878414861655,19.44,724869.828760033,6181504.817313601,"[(724878.0800000008, 6181553.2), (724824.6800000007, 6181517.0), (724828.4800000008, 6181516.2), (724850.8800000008, 6181484.4), (724860.2800000007, 6181487.4), (724865.4800000008, 6181480.2), (724862.0800000008, 6181479.600000001), (724869.6800000007, 6181473.800000001), (724878.8800000008, 6181459.0), (724906.0800000008, 6181468.2), (724878.0800000008, 6181553.2)]"
109,building,146.03999999660533,52.85536931366083,6.220000000000001,724497.8321044471,6181557.096740619,"[(724489.4800000008, 6181562.600000001), (724488.0800000008, 6181554.600000001), (724506.6800000007, 6181551.800000001), (724507.4800000008, 6181559.4), (724489.4800000008, 6181562.600000001)]"
110,building,189.93999999691965,63.68280177330237,4.66,724465.8370811844,6181556.979951563,"[(724467.4800000008, 6181567.2), (724469.0800000008, 6181564.0), (724464.8800000008, 6181560.800000001), (724458.4800000008, 6181562.2), (724457.8800000008, 6181549.600000001), (724469.8800000008, 6181549.600000001), (724474.6800000007, 6181565.0), (724467.4800000008, 6181567.2)]"
111,building,129.4199999985704,43.39104195378767,4.9,724444.8669262873,6181564.58108484,"[(724444.4800000008, 6181570.600000001), (724439.6800000007, 6181570.0), (724438.2800000007, 6181561.2), (724445.4800000008, 6181557.600000001), (724449.8800000008, 6181559.800000001), (724451.4800000008, 6181569.2), (724444.4800000008, 6181570.600000001)]"
112,building,50.819999999711285,29.049678443248528,3.3200000000000003,724456.6844077144,6181569.202203858,"[(724453.8800000008, 6181573.4), (724452.4800000008, 6181568.0), (724458.4800000008, 6181563.600000001), (724460.8800000008, 6181572.2), (724453.8800000008, 6181573.4)]"
113,building,3266.9199999860207,228.95841530015844,14.169999999999998,724672.2431408183,6181542.158684837,"[(724688.2800000007, 6181579.2), (724637.0800000008, 6181562.4), (724655.6800000007, 6181505.4), (724707.6800000007, 6181521.800000001), (724688.2800000007, 6181579.2)]"
114,building,690.3600000002398,155.83194571950273,16.12,724918.9598887543,6181577.25098596,"[(724939.8800000008, 6181596.4), (724929.6800000007, 6181594.4), (724927.0800000008, 6181591.800000001), (724929.8800000008, 6181589.2), (724922.4800000008, 6181589.2), (724922.2800000007, 6181587.0), (724919.8800000008, 6181587.2), (724917.6800000007, 6181584.800000001), (724920.0800000008, 6181583.600000001), (724906.0800000008, 6181577.4), (724908.2800000007, 6181574.2), (724906.2800000007, 6181572.600000001), (724900.4800000008, 6181573.2), (724896.0800000008, 6181569.4), (724897.6800000007, 6181567.800000001), (724891.8800000008, 6181566.4), (724899.2800000007, 6181556.2), (724945.0800000008, 6181587.600000001), (724939.8800000008, 6181596.4)]"
115,building,3237.880000007146,229.3978379652121,14.170000000000002,724742.6759059639,6181565.21568269,"[(724759.6800000007, 6181602.2), (724708.0800000008, 6181585.4), (724726.4800000008, 6181528.2), (724773.6800000007, 6181542.0), (724769.2800000007, 6181554.2), (724774.2800000007, 6181557.800000001), (724759.6800000007, 6181602.2)]"
